Family,Assessment,Housing,Health and Wellness,Food/Nutrition,Transportation,Employment,Financial Literacy,Family Safety,Heating,Family Relationships,Child Development/Parenting Skills,Family Literacy,School Readiness,Education/Training,Family Engagement,Child's Educational Transitions,Life Transitions,Family Relationships,Community Involvement,Leadership and Advocacy,TOTAL,Classroom,Year
1422's Family,1,3,4,3,4,3,4,4,3,4,3,4,4,2,3,3,3,4,3,3,64,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2021-2022
1422's Family,2,3,4,3,4,3,4,4,3,4,3,4,4,2,3,3,3,4,3,3,64,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2021-2022
1410's Family,1,3,4,3,4,4,3,4,3,4,4,5,5,5,4,5,4,4,4,4,76,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2021-2022
1410's Family,2,3,4,3,4,4,3,4,3,4,4,5,5,5,4,5,4,4,4,4,76,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2021-2022
1882's Family,1,5,4,3,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,3,71,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2021-2022
1882's Family,2,5,4,3,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,3,71,ACAP Early Education Services - Gouldville Early Education Servi - EHS 1,2021-2022
2311's Family,1,4,4,4,4,3,3,5,3,4,4,4,3,3,3,3,3,4,2,2,65,ACAP Early Education Services - Gouldville Early Education Servi - EHS 2,2021-2022
2311's Family,2,4,4,4,4,4,3,5,3,4,4,4,3,3,3,3,3,4,2,2,66,ACAP Early Education Services - Gouldville Early Education Servi - EHS 2,2021-2022
1990's Family,1,3,3,3,2,2,3,4,3,4,4,3,3,3,3,4,3,4,4,3,61,ACAP Early Education Services - Gouldville Early Education Servi - EHS 2,2021-2022
1990's Family,2,3,3,3,2,2,3,4,3,4,4,3,3,3,3,4,3,4,4,3,61,ACAP Early Education Services - Gouldville Early Education Servi - EHS 2,2021-2022
2521's Family,1,3,3,3,3,2,3,3,3,4,4,4,4,3,3,4,3,4,3,3,62,ACAP Early Education Services - Gouldville Early Education Servi - Infant Child Care,2021-2022
2521's Family,2,4,3,3,2,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,69,ACAP Early Education Services - Gouldville Early Education Servi - Infant Child Care,2021-2022
1936's Family,1,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,57,ACAP Early Education Services - Gouldville Early Education Servi - Infant Child Care,2021-2022
1936's Family,2,2,3,3,2,1,3,3,3,3,3,2,3,3,3,3,2,3,3,3,51,ACAP Early Education Services - Gouldville Early Education Servi - Infant Child Care,2021-2022
2488's Family,1,2,3,3,4,3,3,4,1,3,3,2,2,3,2,3,3,2,3,2,51,ACAP Early Education Services - Gouldville Early Education Servi - Infant Child Care,2021-2022
2488's Family,2,3,3,3,4,3,3,4,2,3,3,3,3,3,2,3,3,3,3,2,56,ACAP Early Education Services - Gouldville Early Education Servi - Infant Child Care,2021-2022
2349's Family,1,3,3,3,4,3,3,4,3,3,4,3,4,4,3,4,4,4,4,4,67,ACAP Early Education Services - Gouldville Early Education Servi - Infant Child Care,2021-2022
2349's Family,2,3,3,3,4,3,3,4,3,4,4,4,4,4,3,4,4,4,4,4,69,ACAP Early Education Services - Gouldville Early Education Servi - Infant Child Care,2021-2022
2505's Family,1,2,2,3,3,3,3,4,3,4,4,5,3,4,4,3,3,3,3,3,62,ACAP Early Education Services - Gouldville Early Education Servi - Infant Child Care,2021-2022
2505's Family,2,2,3,3,3,4,3,4,3,4,4,5,3,4,4,3,4,4,3,3,66,ACAP Early Education Services - Gouldville Early Education Servi - Infant Child Care,2021-2022
2141's Family,1,4,4,4,4,4,4,4,3,4,5,3,4,3,3,4,4,4,4,2,71,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 1 Child Care,2021-2022
2141's Family,2,3,4,3,3,2,3,4,3,4,4,4,4,3,3,4,4,4,2,2,63,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 1 Child Care,2021-2022
2374's Family,1,5,5,4,5,5,4,5,4,4,4,3,4,5,3,4,4,4,4,3,79,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 1 Child Care,2021-2022
2374's Family,2,5,5,5,5,4,5,5,4,4,4,4,4,5,3,4,4,4,4,3,81,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 1 Child Care,2021-2022
1882's Family,1,5,4,3,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,3,71,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 1 Child Care,2021-2022
1882's Family,2,5,4,3,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,3,71,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 1 Child Care,2021-2022
2388's Family,1,4,4,4,5,4,4,5,3,5,5,5,4,5,3,5,4,4,3,4,80,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 1 Child Care,2021-2022
2388's Family,2,4,4,4,5,4,4,4,3,5,5,5,4,5,3,5,4,4,3,4,79,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 1 Child Care,2021-2022
2142's Family,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,76,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 2 Child Care,2021-2022
2142's Family,2,3,3,3,4,3,3,4,3,3,4,5,4,4,4,4,3,4,3,4,68,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 2 Child Care,2021-2022
2045's Family,1,3,3,3,2,1,3,3,2,2,2,3,2,3,2,2,2,1,2,1,42,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 2 Child Care,2021-2022
2045's Family,2,1,3,3,2,1,3,2,2,2,2,3,2,2,2,2,2,1,2,1,38,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 2 Child Care,2021-2022
2349's Family,1,3,3,3,4,3,3,4,3,3,4,3,4,4,3,4,4,4,4,4,67,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 2 Child Care,2021-2022
2349's Family,2,3,3,3,4,3,3,4,3,4,4,4,4,4,3,4,4,4,4,4,69,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 2 Child Care,2021-2022
2222's Family,1,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,78,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 2 Child Care,2021-2022
2222's Family,2,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,78,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 2 Child Care,2021-2022
2521's Family,1,3,3,3,3,2,3,3,3,4,4,4,4,3,3,4,3,4,3,3,62,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 2 Child Care,2021-2022
2521's Family,2,4,3,3,2,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,69,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 2 Child Care,2021-2022
1897's Family,1,3,4,3,2,2,3,4,2,3,4,4,4,3,2,4,4,3,4,3,61,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 2 Child Care,2021-2022
1897's Family,2,3,4,3,3,3,3,4,2,4,4,4,4,4,3,4,4,3,4,3,66,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 2 Child Care,2021-2022
1410's Family,1,3,4,3,4,4,3,4,3,4,4,5,5,5,4,5,4,4,4,4,76,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 2 Child Care,2021-2022
1410's Family,2,3,4,3,4,4,3,4,3,4,4,5,5,5,4,5,4,4,4,4,76,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 2 Child Care,2021-2022
2091's Family,1,3,2,3,3,3,3,4,2,3,3,4,3,3,2,3,3,2,3,3,55,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 2 Child Care,2021-2022
2091's Family,2,3,3,3,3,4,3,4,2,3,3,4,3,3,3,3,3,3,3,3,59,ACAP Early Education Services - Gouldville Early Education Servi - Preschool 2 Child Care,2021-2022
1936's Family,1,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,57,ACAP Early Education Services - Gouldville Early Education Servi - Special Ed/Foundation,2021-2022
1936's Family,2,2,3,3,2,1,3,3,3,3,3,2,3,3,3,3,2,3,3,3,51,ACAP Early Education Services - Gouldville Early Education Servi - Special Ed/Foundation,2021-2022
1816's Family,1,3,3,3,3,1,3,4,3,3,3,4,3,4,3,4,3,4,2,3,59,ACAP Early Education Services - Gouldville Early Education Servi - Special Ed/Foundation,2021-2022
1816's Family,2,3,3,3,3,1,3,4,3,3,3,4,3,4,3,4,3,4,2,3,59,ACAP Early Education Services - Gouldville Early Education Servi - Special Ed/Foundation,2021-2022
2141's Family,1,4,4,4,4,4,4,4,3,4,5,3,4,3,3,4,4,4,4,2,71,ACAP Early Education Services - Gouldville Early Education Servi - Special Ed/Foundation,2021-2022
2141's Family,2,3,4,3,3,2,3,4,3,4,4,4,4,3,3,4,4,4,2,2,63,ACAP Early Education Services - Gouldville Early Education Servi - Special Ed/Foundation,2021-2022
2591's Family,1,3,3,3,1,2,3,3,3,3,3,4,2,3,3,3,3,2,3,2,52,ACAP Early Education Services - Gouldville Early Education Servi - Special Ed/Foundation,2021-2022
2591's Family,2,3,3,3,2,2,3,3,3,3,3,4,2,3,3,3,3,3,3,3,55,ACAP Early Education Services - Gouldville Early Education Servi - Special Ed/Foundation,2021-2022
2222's Family,1,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,78,ACAP Early Education Services - Gouldville Early Education Servi - Special Ed/Foundation,2021-2022
2222's Family,2,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,78,ACAP Early Education Services - Gouldville Early Education Servi - Special Ed/Foundation,2021-2022
2091's Family,1,3,2,3,3,3,3,4,2,3,3,4,3,3,2,3,3,2,3,3,55,ACAP Early Education Services - Gouldville Early Education Servi - Special Ed/Foundation,2021-2022
2091's Family,2,3,3,3,3,4,3,4,2,3,3,4,3,3,3,3,3,3,3,3,59,ACAP Early Education Services - Gouldville Early Education Servi - Special Ed/Foundation,2021-2022
1990's Family,1,3,3,3,2,2,3,4,3,4,4,3,3,3,3,4,3,4,4,3,61,ACAP Early Education Services - Gouldville Early Education Servi - Special Ed/Foundation,2021-2022
1990's Family,2,3,3,3,2,2,3,4,3,4,4,3,3,3,3,4,3,4,4,3,61,ACAP Early Education Services - Gouldville Early Education Servi - Special Ed/Foundation,2021-2022
1410's Family,1,3,4,3,4,4,3,4,3,4,4,5,5,5,4,5,4,4,4,4,76,ACAP Early Education Services - Gouldville Early Education Servi - Toddler Child Care,2021-2022
1410's Family,2,3,4,3,4,4,3,4,3,4,4,5,5,5,4,5,4,4,4,4,76,ACAP Early Education Services - Gouldville Early Education Servi - Toddler Child Care,2021-2022
2318's Family,1,5,5,3,5,4,5,5,3,5,5,4,3,5,4,5,5,5,3,4,83,ACAP Early Education Services - Houlton Early Education Services - AM Collaboration,2021-2022
2318's Family,2,5,5,4,4,4,3,5,4,5,5,4,3,5,4,5,5,5,4,3,82,ACAP Early Education Services - Houlton Early Education Services - AM Collaboration,2021-2022
2470's Family,1,2,5,3,4,1,1,4,1,3,3,5,1,1,3,2,3,3,4,3,52,ACAP Early Education Services - Houlton Early Education Services - EHS,2021-2022
2470's Family,2,5,5,3,4,3,3,5,1,4,4,3,2,3,3,3,4,4,4,3,66,ACAP Early Education Services - Houlton Early Education Services - EHS,2021-2022
2552's Family,1,3,4,3,3,1,3,3,3,3,4,4,4,3,3,4,3,4,2,3,60,ACAP Early Education Services - Houlton Early Education Services - EHS,2021-2022
2552's Family,2,3,3,3,4,3,3,5,3,4,5,4,4,3,3,4,4,4,4,3,69,ACAP Early Education Services - Houlton Early Education Services - EHS,2021-2022
2325's Family,1,2,4,3,5,1,3,2,1,2,3,4,2,3,1,3,2,2,1,1,45,ACAP Early Education Services - Houlton Early Education Services - EHS,2021-2022
2325's Family,2,2,4,3,3,1,3,5,3,4,5,4,4,3,3,4,4,4,4,3,66,ACAP Early Education Services - Houlton Early Education Services - EHS,2021-2022
2318's Family,1,5,5,3,5,4,5,5,3,5,5,4,3,5,4,5,5,5,3,4,83,ACAP Early Education Services - Houlton Early Education Services - EHS,2021-2022
2318's Family,2,5,5,4,4,4,3,5,4,5,5,4,3,5,4,5,5,5,4,3,82,ACAP Early Education Services - Houlton Early Education Services - EHS,2021-2022
2559's Family,1,3,3,3,4,4,4,3,3,5,5,5,3,4,3,3,4,5,4,4,72,ACAP Early Education Services - Houlton Early Education Services - EHS,2021-2022
2559's Family,2,4,3,3,3,3,3,3,3,4,5,3,3,3,4,3,3,4,3,3,63,ACAP Early Education Services - Houlton Early Education Services - EHS,2021-2022
2552's Family,1,3,4,3,3,1,3,3,3,3,4,4,4,3,3,4,3,4,2,3,60,ACAP Early Education Services - Houlton Early Education Services - I/T Child Care,2021-2022
2552's Family,2,3,3,3,4,3,3,5,3,4,5,4,4,3,3,4,4,4,4,3,69,ACAP Early Education Services - Houlton Early Education Services - I/T Child Care,2021-2022
2318's Family,1,5,5,3,5,4,5,5,3,5,5,4,3,5,4,5,5,5,3,4,83,ACAP Early Education Services - Houlton Early Education Services - I/T Child Care,2021-2022
2318's Family,2,5,5,4,4,4,3,5,4,5,5,4,3,5,4,5,5,5,4,3,82,ACAP Early Education Services - Houlton Early Education Services - I/T Child Care,2021-2022
2350's Family,1,5,5,3,5,1,3,5,2,4,5,3,3,2,2,5,5,5,4,3,70,ACAP Early Education Services - Houlton Early Education Services - Part-Day HS,2021-2022
2350's Family,2,5,5,3,5,1,4,5,2,4,5,3,3,2,2,5,4,5,4,3,70,ACAP Early Education Services - Houlton Early Education Services - Part-Day HS,2021-2022
2014's Family,1,5,5,3,5,3,4,5,3,5,5,4,3,2,3,5,5,5,4,3,77,ACAP Early Education Services - Houlton Early Education Services - Part-Day HS,2021-2022
2014's Family,2,4,5,3,5,3,3,5,2,5,5,4,3,3,3,5,4,5,4,3,74,ACAP Early Education Services - Houlton Early Education Services - Part-Day HS,2021-2022
2245's Family,1,5,4,3,1,1,3,5,3,4,5,4,3,2,4,4,4,5,4,4,68,ACAP Early Education Services - Houlton Early Education Services - Part-Day HS,2021-2022
2245's Family,2,5,4,3,2,1,3,5,3,4,5,4,3,2,3,3,5,5,4,3,67,ACAP Early Education Services - Houlton Early Education Services - Part-Day HS,2021-2022
2305's Family,1,5,5,5,5,1,4,5,5,4,5,4,3,4,3,5,4,4,4,3,78,ACAP Early Education Services - Houlton Early Education Services - Part-Day HS,2021-2022
2305's Family,2,5,5,5,5,3,5,5,5,5,5,4,4,4,3,5,4,5,5,3,85,ACAP Early Education Services - Houlton Early Education Services - Part-Day HS,2021-2022
2242's Family,1,5,5,5,5,2,5,5,3,5,5,3,5,5,3,5,5,5,5,5,86,ACAP Early Education Services - Houlton Early Education Services - Part-Day HS,2021-2022
2242's Family,2,5,5,4,5,3,4,5,3,5,5,3,4,5,3,5,5,5,5,3,82,ACAP Early Education Services - Houlton Early Education Services - Part-Day HS,2021-2022
2628's Family,1,2,4,5,5,3,3,5,3,4,5,3,5,4,2,5,5,5,4,3,75,ACAP Early Education Services - Houlton Early Education Services - Part-Day HS,2021-2022
2628's Family,2,2,4,4,5,2,4,5,3,4,5,3,5,4,2,5,5,5,4,3,74,ACAP Early Education Services - Houlton Early Education Services - Part-Day HS,2021-2022
2201's Family,1,5,5,5,5,1,4,5,3,4,4,3,4,3,3,5,4,4,3,5,75,ACAP Early Education Services - Houlton Early Education Services - Part-Day HS,2021-2022
2201's Family,2,5,5,3,5,1,3,5,3,4,4,4,3,3,3,3,4,4,3,3,68,ACAP Early Education Services - Houlton Early Education Services - Part-Day HS,2021-2022
2318's Family,1,5,5,3,5,4,5,5,3,5,5,4,3,5,4,5,5,5,3,4,83,ACAP Early Education Services - Houlton Early Education Services - Part-Day HS,2021-2022
2318's Family,2,5,5,4,4,4,3,5,4,5,5,4,3,5,4,5,5,5,4,3,82,ACAP Early Education Services - Houlton Early Education Services - Part-Day HS,2021-2022
2014's Family,1,5,5,3,5,3,4,5,3,5,5,4,3,2,3,5,5,5,4,3,77,ACAP Early Education Services - Houlton Early Education Services - PS Child Care,2021-2022
2014's Family,2,4,5,3,5,3,3,5,2,5,5,4,3,3,3,5,4,5,4,3,74,ACAP Early Education Services - Houlton Early Education Services - PS Child Care,2021-2022
2201's Family,1,5,5,5,5,1,4,5,3,4,4,3,4,3,3,5,4,4,3,5,75,ACAP Early Education Services - Houlton Early Education Services - PS Child Care,2021-2022
2201's Family,2,5,5,3,5,1,3,5,3,4,4,4,3,3,3,3,4,4,3,3,68,ACAP Early Education Services - Houlton Early Education Services - PS Child Care,2021-2022
2318's Family,1,5,5,3,5,4,5,5,3,5,5,4,3,5,4,5,5,5,3,4,83,ACAP Early Education Services - Houlton Early Education Services - PS Child Care,2021-2022
2318's Family,2,5,5,4,4,4,3,5,4,5,5,4,3,5,4,5,5,5,4,3,82,ACAP Early Education Services - Houlton Early Education Services - PS Child Care,2021-2022
2466's Family,1,4,3,3,2,1,3,4,3,3,4,3,3,3,3,4,3,3,3,3,58,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2021-2022
2466's Family,2,4,3,3,2,1,3,4,3,3,3,3,3,2,3,4,3,3,3,3,56,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2021-2022
1829's Family,1,4,4,3,4,4,3,3,3,3,3,3,2,2,2,3,3,3,3,3,58,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2021-2022
1829's Family,2,4,4,3,4,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,60,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2021-2022
2109's Family,1,3,4,3,4,4,3,4,3,4,4,4,4,3,3,4,4,4,4,3,69,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2021-2022
2109's Family,2,3,4,3,4,4,3,4,3,4,4,4,4,3,3,4,4,4,4,3,69,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2021-2022
2644's Family,1,5,5,3,4,4,4,5,5,4,5,4,4,3,3,4,4,4,5,4,79,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2021-2022
2644's Family,2,5,5,3,4,4,4,5,5,4,5,4,4,3,3,4,4,4,5,4,79,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2021-2022
1882's Family,1,5,4,3,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,3,71,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2021-2022
1882's Family,2,5,4,3,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,3,71,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2021-2022
2580's Family,1,5,4,3,5,4,4,5,3,4,4,4,4,3,4,4,4,4,4,3,75,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2021-2022
2580's Family,2,5,4,3,5,4,4,5,3,4,4,4,4,3,4,4,4,4,4,3,75,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2021-2022
1906's Family,1,3,4,3,5,4,4,4,4,3,4,4,4,4,3,4,4,3,4,3,71,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2021-2022
1906's Family,2,3,4,3,5,4,4,4,4,3,4,4,4,4,3,4,4,3,4,3,71,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2021-2022
1075's Family,1,3,3,3,4,2,3,4,3,3,4,3,3,3,3,3,3,3,2,3,58,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2021-2022
1075's Family,2,3,4,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,2,3,60,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2021-2022
1528's Family,1,1,3,3,2,1,2,2,3,2,3,3,3,2,3,4,4,2,3,3,49,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2021-2022
1528's Family,2,2,3,3,2,1,2,2,3,2,3,3,3,2,3,4,4,2,3,3,50,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2021-2022
1055's Family,1,4,3,3,4,1,3,3,3,3,3,3,3,4,2,3,2,3,3,2,55,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2021-2022
1055's Family,2,4,3,3,4,3,3,3,3,3,3,3,3,4,2,3,2,3,3,2,57,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2021-2022
2388's Family,1,4,4,4,5,4,4,5,3,5,5,5,4,5,3,5,4,4,3,4,80,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2021-2022
2388's Family,2,4,4,4,5,4,4,4,3,5,5,5,4,5,3,5,4,4,3,4,79,ACAP Early Education Services - PIRCTC Early Education Services - Full-Day HS (Duration),2021-2022
2183's Family,1,3,4,3,5,1,3,5,5,4,5,5,2,2,4,5,5,5,4,5,75,ACAP Early Education Services - Region II Early Education Servic - Full-Day HS (Duration),2021-2022
2183's Family,2,3,4,3,5,1,3,5,5,4,5,5,3,4,4,5,5,5,4,3,76,ACAP Early Education Services - Region II Early Education Servic - Full-Day HS (Duration),2021-2022
2325's Family,1,2,4,3,5,1,3,2,1,2,3,4,2,3,1,3,2,2,1,1,45,ACAP Early Education Services - Region II Early Education Servic - Full-Day HS (Duration),2021-2022
2325's Family,2,2,4,3,3,1,3,5,3,4,5,4,4,3,3,4,4,4,4,3,66,ACAP Early Education Services - Region II Early Education Servic - Full-Day HS (Duration),2021-2022
2318's Family,1,5,5,3,5,4,5,5,3,5,5,4,3,5,4,5,5,5,3,4,83,ACAP Early Education Services - Region II Early Education Servic - Full-Day HS (Duration),2021-2022
2318's Family,2,5,5,4,4,4,3,5,4,5,5,4,3,5,4,5,5,5,4,3,82,ACAP Early Education Services - Region II Early Education Servic - Full-Day HS (Duration),2021-2022
